"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
19981,4.2852426,22.673317,30.56,117.96,-42.19,9.77,1.23,0
19985,4.286503,5.024567,2.57,-11.34,-16.48,6.91,0.647,0
19990,4.28768353333333,20.578591,34.87,-40.88,-61.45,4.93,0.259,0
19997,4.28871746666667,20.512533,4.07,23.78,-20.82,8.44,1.307,0
20011,4.29096533333333,16.590655,6.24,-24.14,11.43,8.36,0.505,0
20012,4.29109966666667,23.468456,28.68,488.16,-289.14,11.36,1.24,0
20014,4.29230093333333,7.947048,7.62,29.91,6.25,10.59,0.666,0
20018,4.29394086666667,19.560909,4.19,12.58,-18.16,7.61,1.288,0
20019,4.2941504,16.947859,21.4,113.07,-21.39,8.32,0.756,0
20025,4.2952848,13.836592,5.8,65.11,43.63,6.9,0.993,0
20038,4.2975762,22.354064,6.68,2.8,-15.64,8.18,0.579,0
20041,4.29820833333333,17.399308,12.74,-4.62,-14.49,8.76,0.586,0
20056,4.3005108,18.256805,21.84,115.65,-31.23,7.53,0.681,0
20062,4.30216193333333,9.728334,0.66,13.09,-8.98,8.78,1.105,0
20068,4.30316546666667,9.155522,6.13,11.7,-12.68,10.25,1.22,0
20071,4.30403913333333,22.80684,7.19,-9.8,-26.31,7.56,0.549,0
20082,4.30535373333333,16.088341,20.01,121.88,-19.72,9.57,0.98,1
20084,4.30575786666667,20.360547,25.45,-51.18,27.58,10.46,1.285,0
20086,4.3061092,17.421641,19.57,120.57,-40.55,10.01,1.097,0
20087,4.30644506666667,21.579297,18.25,96.42,-33.92,5.64,0.277,0
20089,4.3068444,9.487162,6.2,-2.22,-16.17,6.54,0.165,0
20098,4.30879006666667,12.566682,3.99,-8.74,-8.19,8.36,1.135,0
20099,4.30895906666667,4.951935,1.03,18.6,16.31,7.85,1.471,0
20104,4.30960506666667,5.717944,11.13,18.8,27.68,8.3,0.493,0
20111,4.31161853333333,4.750694,4.17,16.37,-18.45,8.79,0.425,0
20128,4.3158032,7.271016,4.44,18.6,-12.08,9.3,0.392,0
20130,4.3161042,19.906701,23.53,113.95,-36.39,8.62,0.745,0
20136,4.31699693333333,21.299337,9.99,37.36,-40.48,8.2,0.45,0
20139,4.3178248,24.027949,5.98,17.27,-13.8,7.86,0.982,0
20146,4.31889106666667,17.524749,21.24,112.8,-29.89,8.47,0.721,0
20150,4.31917966666667,13.720609,12.47,11,-10.77,7.75,0.458,0
20151,4.3197566,7.688657,8.78,2.64,11.72,10.42,0.588,0
20165,4.3218834,9.299031,2.73,-1.56,-7.95,7.75,1.013,0
20169,4.322761,7.161677,6.27,4.52,71.69,10.74,0.656,0
20171,4.32391593333333,21.142307,12.2,29.49,-42.73,5.5,-0.069,0
20174,4.32460073333333,11.966178,7.98,-3.89,0.78,7.59,0.508,0
20175,4.32504406666667,19.947814,3.88,7.73,-6.33,7.87,0.206,0
20181,4.3260278,21.065143,7.72,2.28,-15.94,8.6,0.627,0
20182,4.32611393333333,14.692331,0.71,3.67,8.9,8.77,0.564,0
20186,4.32686266666667,21.773491,10.32,29.77,-41.39,5.34,-0.107,0
20187,4.32690933333333,12.624322,20.13,168.47,-19.23,9.81,0.924,0
20188,4.3270602,10.121437,5.59,-16.92,-40.9,6.31,1.428,0
20189,4.32729126666667,9.32921,4.14,-9.21,-20.12,9.53,0.571,0
20197,4.3290598,14.27367,12.93,80.17,-217.4,7.51,0.991,0
20203,4.32971,4.77892,6.59,-4.19,-12.2,10.44,0.422,0
20204,4.32980626666667,13.085841,4.69,-16.14,-11.29,7.46,1.52,0
20205,4.32988993333333,15.627642,21.17,115.29,-23.86,3.65,0.981,1
20209,4.3310306,23.757861,2.56,9.59,-13.09,8.9,0.573,0
20215,4.33190506666667,16.522588,23.27,121.27,-36.65,6.85,0.509,1
20216,4.33190573333333,10.618996,2.45,5.85,-16.24,9.27,0.596,0
20219,4.3326956,14.035201,22.31,115.42,-19.91,5.58,0.283,0
20226,4.3344576,23.598785,4.91,140.66,-35.19,7.19,1.113,0
20237,4.33693533333333,19.23348,22.27,115.67,-34.02,7.46,0.56,0
20244,4.33795233333333,7.85369,3.04,-4.27,-7.24,7.95,0.159,0
20253,4.34016453333333,12.39703,8.17,-17.81,-0.75,9.29,0.467,0
20255,4.3403082,18.742608,21.12,119.59,-48.17,6.11,0.404,0
20261,4.3434196,15.095453,21.2,108.79,-20.67,5.26,0.225,0
20268,4.34479046666667,6.130798,7.62,-13.06,-44.79,5.76,0.914,0
20270,4.34510766666667,22.949707,2.93,7.58,12.86,9.51,0.404,0
20273,4.34555726666667,8.408993,10.81,39.69,-143.91,8.95,0.83,0
20278,4.34641313333333,22.231324,4.82,6.72,-10.46,9.6,0.287,0
20281,4.3469658,9.224818,10.17,58.54,11.78,6.52,0.148,0
20284,4.347978,13.864427,21.8,105.29,-17.97,6.15,0.456,0
20290,4.3485576,15.933871,3.63,-5.53,-27.68,9.44,0.587,0
20318,4.35246573333333,10.537737,8.94,-15.95,-3.79,8.14,0.28,0
20319,4.35283713333333,6.103544,11.64,669.26,-30.2,11.86,1.18,0
20321,4.3534674,4.465394,1.42,0.17,-18.09,8.86,1.123,0
20336,4.356651,18.266323,1.67,4.01,-4.56,8.04,0.41,0
20343,4.35845326666667,4.15688,6.33,16.11,-4.28,10.28,0.501,0
20349,4.35879146666667,21.039877,19.55,105.2,-36,6.79,0.434,1
20350,4.35896353333333,18.417582,19.83,111.05,-31.69,6.8,0.441,1
20352,4.35913333333333,16.802954,6.46,39.1,-105.18,9.17,0.554,0
20356,4.3594912,6.974278,4.59,-0.8,-10.58,8.32,0.265,0
20357,4.3596654,14.409789,19.46,105.19,-19.11,6.6,0.412,1
20361,4.36056666666667,5.389186,6.31,3.5,4.17,9.1,0.1,0
20366,4.3615746,10.771671,17.53,-30.55,-11.81,8.69,0.603,0
20369,4.3618134,19.468545,11.96,-38.01,5.24,8.37,0.445,0
20371,4.36259486666667,13.584932,7.87,-4.75,-0.72,7.37,0.172,0
20389,4.36634813333333,15.784935,4.49,-5.38,-12.32,8.89,1.408,0
20390,4.3665096,19.535119,5.66,15.45,-12.48,9.81,1.116,0
20391,4.36650386666667,22.256316,2.41,8.94,-1.38,9.39,1.717,0
20393,4.3666046,11.573007,4.61,5.85,-7.17,9.72,0.561,0
20397,4.36692953333333,12.509087,19.15,29.73,66.31,9.27,0.689,0
20400,4.36764393333333,14.077198,21.87,114.04,-21.4,5.72,0.315,0
20410,4.37033826666667,4.337138,12.45,72.02,-192.55,11.94,1.344,0
20412,4.372,22.662404,2.13,5.32,-36.23,8.79,1.046,0
20417,4.37298053333333,20.821416,1.86,-1.99,-1.04,5.91,1.66,0
20419,4.37380266666667,11.305714,19.17,115.03,-6.69,9.79,1.183,0
20424,4.37503566666667,3.409683,5.28,15.51,-19.28,8.77,0.289,0
20425,4.37583353333333,5.694206,3.81,20.29,-21.75,9.19,0.474,0
20440,4.37893646666667,15.056091,21.45,111.98,-19.88,6.97,0.518,0
20441,4.3791056,16.79104,26.96,173.3,4.67,7.86,0.677,1
20447,4.38082186666667,9.771325,7.6,14.13,-56.33,8.11,0.457,0
20455,4.38224813333333,17.542514,21.29,107.75,-28.84,3.77,0.983,1
20457,4.38303226666667,9.40318,10.59,-61.82,65.87,8.03,0.777,0
20458,4.38324526666667,9.249024,4.62,19.22,-7.12,8.06,0.268,0
20480,4.3895362,21.379095,20.63,99.77,-39.07,8.84,0.758,1
20481,4.38962113333333,10.820164,7.94,9.93,-4.23,10.88,0.444,0
20482,4.38968053333333,19.658676,15.82,98.53,-32.57,9.39,0.908,0
20484,4.39029513333333,16.77726,21.17,105.09,-27.62,5.64,0.31,0
20485,4.39035593333333,15.763113,21.08,126.22,-30.5,10.47,1.231,0
20491,4.39177793333333,24.405402,20.04,93.11,-45.08,7.18,0.462,1
20492,4.39231446666667,14.670478,21.23,107.57,-18.24,9.11,0.855,1
20493,4.39232413333333,20.982045,6.77,15.93,-35.07,6,0.029,0
20502,4.39366146666667,8.058209,4.45,0.79,-9.99,8.52,0.938,0
20508,4.39486533333333,13.828679,5.47,-4.93,-22.14,7.55,1.09,0
20511,4.39534066666667,11.516928,4.91,-3.54,-8.64,8.67,0.375,0
20513,4.39560486666667,22.964799,1.02,1.82,-13.64,7.03,1.826,0
20515,4.39605346666667,6.378961,7.21,-10.17,3.77,8.69,0.316,0
20522,4.3977292,9.460968,8.23,-21.02,-6.65,5.1,0.074,0
20526,4.39841286666667,21.719386,2.08,9.42,-5.86,10.42,0.495,0
20527,4.39844793333333,14.052113,22.57,115.9,-15.21,10.89,1.288,0
20530,4.3990314,14.412888,4.25,26.47,-24.55,8.75,1.37,0
20531,4.39938093333333,24.303844,3.78,5.76,-7.04,8.18,0.353,0
20533,4.39993386666667,24.300992,4.49,4.54,-12.94,6.34,0.173,0
20540,4.40125493333333,12.972411,6.58,69.19,-36.4,7.7,1,0
20542,4.40160026666667,17.44413,22.36,109.99,-33.47,4.8,0.154,0
20546,4.40260206666667,7.44621,5.26,6.05,-31.34,10.59,0.594,0
20547,4.40269266666667,8.55479,3.88,29.65,-6.87,12.62,-0.03,0
20553,4.4034602,14.758207,22.25,97.38,-33.51,7.58,0.604,0
20557,4.4040486,21.736244,24.47,119.1,-46.63,7.13,0.518,1
20558,4.40402293333333,12.157987,4.57,15.83,-22.23,6.42,1.408,0
20562,4.40456646666667,7.320132,3.37,3.48,-25.09,7.71,1.143,0
20563,4.4047058,18.002914,19.35,112.72,-33.2,9.99,1.05,0
20567,4.40618686666667,17.078951,18.74,99.08,-27.93,6.96,0.45,1
20577,4.407868,16.886166,20.73,110.89,-24.72,7.79,0.599,1
20580,4.40819253333333,22.741511,6.8,31.05,-36.92,7.95,0.406,0
20587,4.40915913333333,4.123351,3.04,3.98,-10.39,9.73,0.543,0
20595,4.41123026666667,12.904039,6,-8.64,1.06,7.87,0.411,0
20597,4.4116706,10.046659,9.31,23.43,-51.52,7.22,0.21,0
20600,4.41193386666667,18.913073,2.49,13.28,-16.84,7.35,0.364,0
20601,4.41200713333333,4.699946,14.97,99.52,-1.15,8.93,0.758,0
20605,4.41334853333333,15.874718,24.41,102.58,-26.06,11.66,1.408,0
20614,4.41586886666667,19.042013,20.4,110.73,-32.5,5.97,0.378,0
20616,4.4167568,11.977924,21,43.19,-16.32,8.41,0.639,0
20631,4.42199073333333,23.78802,5.15,5.89,-11.52,8.12,0.184,0
20635,4.42282366666667,22.293874,21.27,105.49,-44.14,4.21,0.136,0
20641,4.4236154,22.199998,22.65,112.45,-47.06,5.27,0.25,0
20644,4.42417593333333,23.738338,5.37,29.93,14.8,10.76,0.774,0
20646,4.4244066,18.884294,4.53,-8.15,-7.83,8.73,1.27,0
20648,4.4248288,17.92791,22.05,108.26,-32.47,4.3,0.049,0
20660,4.42689506666667,5.645343,2.61,-1.41,3.3,7.03,1.252,0
20661,4.42703253333333,15.94101,21.47,104.62,-28.83,6.44,0.509,1
20672,4.42825573333333,9.72504,1.77,14.17,-12.68,8.6,0.625,0
20679,4.42987766666667,18.017272,20.79,112.62,-35.79,8.99,0.935,0
20680,4.4298688,21.138171,4.44,-12.14,25.96,8.48,1.251,0
20686,4.43103546666667,18.864063,23.08,110.87,-33.75,8.07,0.68,0
20693,4.43259413333333,5.150145,22.03,96.32,4.55,7.36,0.509,1
20698,4.43370793333333,4.373451,5.17,22.87,-16.01,6.37,1.078,0
20705,4.43578426666667,6.054536,11.01,30.71,-7.9,9.53,0.642,0
20711,4.43846206666667,22.813583,21.07,108.66,-45.83,4.28,0.263,0
20712,4.43847213333333,21.470434,21.54,105.82,-36.48,7.36,0.557,1
20713,4.4390948,15.618265,20.86,114.66,-33.3,4.48,0.262,0
20715,4.43919526666667,8.590269,5.46,3.43,-5.46,6.06,-0.01,0
20718,4.43993586666667,8.287411,5.3,11.28,-3.01,10.69,0.432,0
20719,4.44016886666667,16.853322,21.76,103.64,-17.58,8.04,0.651,0
20731,4.44336366666667,7.085802,7.45,-0.38,-7.88,10.15,0.364,0
20732,4.44343673333333,14.713782,7.17,-7.57,-31.15,4.69,0.979,0
20734,4.4437526,9.394247,3.42,9.28,-0.94,8.1,0.088,0
20740,4.444154,14.220608,7.92,-39.05,54.76,9.23,0.527,0
20741,4.44447806666667,16.746899,21.42,110.29,-27.82,8.1,0.664,1
20745,4.4452286,12.686578,28.27,123.44,-16.78,10.5,1.358,0
20751,4.44673833333333,10.87107,23.03,111.07,-16.26,9.45,1.033,0
20756,4.44753693333333,17.028632,5.77,27.27,-52.56,6.86,1.494,0
20762,4.4484284,13.138172,21.83,104.54,-18.1,10.48,1.146,0
20769,4.4501726,19.117651,15.26,95.44,-130.1,7.69,0.586,0
20774,4.45043693333333,19.843306,2.31,6.45,-10.97,7.46,0.317,0
20778,4.45097473333333,4.280958,5.92,-4.96,-10.97,9.02,0.121,0
20780,4.45135,18.207537,8.04,2.83,-17.77,6.94,0.021,0
20782,4.45165886666667,18.210267,7.69,-5.93,-33.28,9.57,0.609,0
20785,4.45205273333333,20.990885,11.09,10.22,-51.36,8.57,0.797,0
20789,4.45484653333333,22.996337,7.86,-0.35,-13.25,5.53,-0.098,0
20794,4.45616873333333,7.062489,15.28,33.45,-3.6,7.58,0.408,0
20804,4.45799126666667,11.2123,6.7,-2.51,-13.2,5.87,0.049,0
20808,4.45879893333333,7.369553,6,14.38,-15.63,9.83,0.566,0
20810,4.45898586666667,15.365354,8.66,86.29,-25.06,11.05,0.808,0
20815,4.45996946666667,15.589188,21.83,103.54,-25.16,7.41,0.537,1
20816,4.45998806666667,6.611989,3.87,-11.33,-8.44,9.12,0.24,0
20822,4.46181226666667,5.615218,8.72,36.53,-4.35,9.94,0.715,0
20826,4.46279853333333,11.73642,21.18,110.28,-12.11,7.49,0.56,0
20827,4.46306553333333,14.417748,17.29,101.43,-20,9.48,0.929,0
20830,4.46413693333333,10.020904,7.67,3.72,-8.31,8.26,0.442,0
20831,4.46431526666667,10.014326,4.76,-32,-22.12,10.28,0.511,0
20832,4.4643406,10.291498,3.26,3.69,-6.01,10.5,0.609,0
20834,4.4647036,24.444788,24.05,375.08,114.38,9.4,0.894,0
20841,4.46641066666667,12.067762,4.35,-9.82,-16.17,9.61,0.677,0
20842,4.46688433333333,21.619907,20.85,98.82,-40.59,5.72,0.27,0
20845,4.46748826666667,10.072161,9.35,-19.6,-19.27,7.46,0.22,0
20850,4.4678988,13.867942,21.29,106.16,-17.59,9.02,0.839,0
20852,4.46814853333333,8.154802,6.6,-1.31,-7.57,7,0.038,0
20859,4.4700432,22.332771,6.92,1.49,-11.03,8.66,0.452,0
20866,4.47227413333333,24.11782,2.05,12.22,-16.62,8.48,1.93,0
20873,4.47316746666667,14.740974,18.42,109.72,-21.27,5.9,0.325,0
20876,4.47323706666667,11.665909,5.11,-12.42,-16.39,7.39,1.38,0
20877,4.47399166666667,16.359672,16.78,8.12,17.79,4.96,1.137,0
20885,4.47624886666667,15.962181,20.66,104.76,-15.01,3.84,0.952,1
20889,4.47694433333333,19.180432,21.04,107.23,-36.77,3.53,1.014,1
20890,4.477004,19.740685,20.09,99.83,-39.82,8.62,0.741,0
20894,4.4777058,15.870883,21.89,108.66,-26.39,3.4,0.179,0
20897,4.4783814,20.677436,3.81,4.69,-6.99,7.74,0.12,0
20898,4.47973826666667,14.819518,4.67,-6.54,-0.39,7.98,0.295,0
20899,4.48008233333333,17.285464,21.09,105.58,-30.05,7.83,0.609,1
20901,4.48060113333333,13.047602,20.33,105.17,-15.08,5.02,0.215,0
20916,4.48327006666667,16.159092,20.58,90.28,-25.47,6.59,0.536,1
20917,4.48336806666667,21.922702,87.17,-65.14,175.55,8.3,1.363,0
20935,4.48904253333333,17.544935,23.25,104.88,-31.65,7.02,0.526,1
20936,4.48907593333333,5.794604,7.55,-20.24,-18.23,10.28,0.441,0
20941,4.48990286666667,9.535876,6.32,7.73,-22.33,10.56,0.912,0
20948,4.49176406666667,17.863163,21.59,105.72,-32.56,6.9,0.451,1
20951,4.49211273333333,17.893182,24.19,107,-33.31,8.95,0.831,1
20952,4.49241293333333,13.894709,7.68,176.16,-15.25,7.72,1.216,0
20956,4.49322593333333,3.83855,2.45,47.66,-40.57,10.2,0.758,0
20958,4.49415013333333,5.164268,4.27,17.36,-16.62,6.93,1.74,0
20960,4.4946394,12.175768,7.07,5.81,-36.56,8.33,0.576,0
20963,4.49523773333333,10.52186,4.71,0.04,2.06,6.77,0.086,0
20971,4.49670093333333,17.677596,4.85,4.02,-8.74,7.73,0.24,0
20978,4.4993686,16.67284,24.71,105.04,-28.33,9.08,0.865,0
20985,4.50063606666667,10.262214,8.92,-25.03,-78.44,6.47,1.038,0
20986,4.50084066666667,8.192268,4.12,-2.99,-1.05,9.72,0.725,0
20994,4.50222326666667,20.876599,9.16,23.79,14.4,9.73,0.512,0
20995,4.50238833333333,15.637841,22.93,107.59,-23.92,5.58,0.324,0
21000,4.50349513333333,5.298818,84.76,106.9,119.86,9.83,0.6,0
21008,4.50499213333333,19.840576,19.94,94.9,-28.3,7.09,0.47,1
21013,4.5062342,23.588858,3.32,19.05,0.71,7.18,0.39,0
21015,4.50636146666667,8.931843,2.31,6.3,7.94,9.11,1.641,0
21019,4.50739306666667,20.54782,3.52,31.78,-18.6,9.74,0.67,0
21027,4.50868793333333,8.321781,5.31,-12.94,-21.7,9.09,0.403,0
21029,4.50934246666667,16.194014,22.54,104.98,-25.14,4.78,0.17,0
21036,4.51037873333333,13.724402,21.84,108.06,-19.71,5.4,0.263,0
21039,4.51080273333333,15.691879,22.55,104.17,-24.29,5.47,0.258,0
21053,4.51299893333333,16.148696,24.28,98.2,-22.75,6.5,0.428,1
21066,4.5158812,10.751768,22.96,104.19,-10.52,7.03,0.472,1
21082,4.51866406666667,15.105037,7.16,42.72,-52.75,6.28,1.725,0
21084,4.51889866666667,7.332213,4.62,11.66,-2.65,7.86,0.355,0
21089,4.51959446666667,18.819889,4.96,171.38,-155.99,10.6,1.1,0
21090,4.51970313333333,14.689795,10.58,38.9,-0.49,8.17,0.502,0
21091,4.5197426,11.244391,14.85,42.91,2.65,8.7,0.665,0
21094,4.52032646666667,23.346064,3.72,21.61,-35.65,7.07,1.703,0
21099,4.52102553333333,20.133164,21.81,102.78,-41.08,8.59,0.734,0
21102,4.52117926666667,7.452627,5.76,2.41,-10.34,7.82,1.021,0
21107,4.52334793333333,7.81491,7.95,3.68,-9.27,9.24,0.703,0
21109,4.523737,4.575287,5.92,0.22,-12.85,8.38,1.008,0
21112,4.5248188,13.903469,19.46,92.6,-19.96,7.78,0.54,0
21115,4.5252914,22.220857,2.82,6.97,-1.07,11.47,0.655,0
21120,4.52660786666667,22.845044,4.72,26.82,-30.47,7.51,0.2,0
21123,4.526973,17.709777,23.41,105.81,-30.97,9.53,0.987,0
21132,4.52990106666667,14.154105,28.36,-330.66,-352,10.33,0.432,0
21135,4.53068033333333,5.764446,5.1,16.54,-20.4,6.68,0.006,0
21137,4.53104393333333,15.85156,22.25,107.59,-32.38,6.01,0.338,0
21138,4.53124153333333,15.499484,15.11,100.76,-23.42,11.02,1.28,0
21152,4.5346692,5.410035,23.13,114.15,6.17,6.37,0.42,1
21155,4.53530526666667,5.625655,9.2,34.82,-31.74,8.76,0.455,0
21158,4.53552986666667,21.632358,25.55,-0.39,-2.75,7.08,0.641,0
21173,4.53932546666667,18.216221,6.48,-19.44,8.03,10.58,0.521,0
21176,4.5399912,10.639924,2.94,-4.44,-5.37,8.87,1.251,0
21179,4.54045906666667,13.113232,17.55,102.37,-18.77,11,1.194,0
21186,4.54179013333333,4.139537,24.04,51.61,-162.12,11.03,1.51,0
21194,4.5442898,12.216408,9.42,-67.09,-150.2,10.93,0.759,0
21205,4.548882,12.584591,8.96,2.36,8.63,8.72,0.855,0
21226,4.55274286666667,4.970118,11.35,55.34,-73.65,8.74,0.512,0
21240,4.55642653333333,19.813708,5.16,-17.58,-16.4,8.95,1,0
21246,4.55802333333333,24.279311,9.9,24.57,-18.36,7.79,0.32,0
21251,4.55918033333333,18.016722,7.71,12.44,-16.74,6.24,0.077,0
21256,4.56032806666667,21.150854,24.98,109.3,-45.31,10.69,1.237,0
21257,4.5605798,16.323339,13.36,14.41,-16.56,6.58,0.188,0
21261,4.56164686666667,19.014032,21.06,102.3,-34.96,10.74,1.197,0
21266,4.5629036,10.5177,6.39,1.79,-9.11,7.88,0.17,0
21267,4.56295593333333,13.251883,22.8,101.77,-17.93,6.62,0.429,1
21269,4.563382,9.413567,6.93,-6.14,-22.96,6.01,1.061,0
21272,4.56399926666667,5.385019,37.33,-90.05,-279.27,7.92,0.779,0
21273,4.5641438,14.844424,21.39,103.69,-25.94,4.65,0.255,0
21280,4.5662606,15.163621,24.02,101.93,-33.75,8.48,0.847,0
21282,4.5667782,7.272302,5.65,-17.77,-12.87,8.79,0.37,0
21295,4.568963,5.568616,7.99,-15.58,-7.77,5.67,0.055,0
21299,4.5708296,3.74967,2.87,8.14,-5,7.83,1.404,0
21304,4.5728862,8.187201,3.2,28.59,3.89,8.32,0.233,0
21306,4.5738792,12.73421,12.62,22.2,-331.97,9.68,0.6,0
21308,4.57505493333333,10.01642,21.36,118.55,-68.94,7.72,0.615,0
21314,4.57620113333333,20.324668,7.21,61.57,-103.21,9.93,0.573,0
21317,4.57647493333333,15.50462,23.19,100.66,-28.04,7.9,0.631,1
21318,4.57649413333333,21.105712,4.25,-22.47,-44.83,8.42,1.08,0
21321,4.5768914,6.523676,11.11,112.23,-117.5,9.41,0.548,0
21332,4.578391,17.748186,9.87,67.96,-33.24,7.91,0.411,0
21335,4.5787866,11.499368,7.55,30.49,0.87,8.55,0.439,0
21340,4.57925073333333,8.487567,8.12,0.03,-13.21,11.04,0.591,0
21341,4.57928913333333,22.692312,6.42,40.31,-28.79,6.78,0.482,0
21346,4.5804702,7.439257,4.09,0.4,-7.21,8.59,0.291,0
21347,4.58060333333333,24.244523,2.9,24.55,-19.42,9.03,0.7,0
21348,4.580603,22.890445,8.69,-13.07,27.7,9.71,0.546,0
21350,4.58131126666667,18.413403,3.54,2.03,-4.43,8.06,0.21,0
21359,4.58294846666667,16.994686,8.06,-0.08,-80.46,7.19,1.18,0
21365,4.5839914,17.201232,3.33,-5.66,-1.29,6.73,1.833,0
21371,4.5857848,7.773687,1.33,4.37,-11.98,10.68,0.417,0
21380,4.58811946666667,23.045169,23.09,-13.35,-67.89,8.91,0.77,0
21395,4.5927562,12.100483,13.51,40.14,-16.95,8.91,0.59,0
21399,4.5935392,22.020677,3.77,16.43,-24.35,8.18,1.036,0
21401,4.59419213333333,6.178414,6.54,-25.36,-8.06,10.8,0.598,0
21402,4.59423893333333,10.16079,21.68,44.89,-52.42,4.25,0.184,0
21403,4.5944464,19.968821,15.41,-9.3,-50.56,7.24,0.575,0
21408,4.5951556,19.881791,7.03,-21.88,-16.5,6.33,0.754,0
21421,4.5986774,16.509301,50.09,62.78,-189.36,0.87,1.538,0
21424,4.59984946666667,4.070826,1.19,18.53,25.08,8.64,1.047,0
21432,4.60128306666667,9.204821,7.41,12.77,0.14,9.66,0.538,0
21434,4.60259386666667,8.225751,6.38,-2.55,-13.07,7.7,0.112,0
21436,4.60387673333333,21.536545,29.69,19.29,-41.36,7.58,0.685,0
21442,4.60488886666667,21.689208,11.19,61.76,-71.31,8.18,0.456,0
21446,4.60544853333333,11.4125,3.65,2.95,-7.52,6.74,0.263,0
21453,4.60688,13.122642,9.87,-8.18,-11.75,10.7,0.448,0
21459,4.60809373333333,23.340855,22.6,109.97,-53.86,6.01,0.38,1
21462,4.60925053333333,6.158127,5.28,-2.38,3.8,10.54,0.463,0
21465,4.60964153333333,19.760034,4.23,-10.35,-1.53,7.32,0.357,0
21467,4.6104614,18.754944,5.74,-26.31,-6.42,10.31,0.585,0
21474,4.6113116,15.869329,22.99,93.78,-23.02,6.64,0.442,1
21475,4.6114702,11.912362,18.93,165.74,-29.14,9.94,0.852,0
21477,4.61193486666667,3.514205,11,73.23,-227.57,8.56,0.831,0
21501,4.61778673333333,4.629132,4.6,18.15,3.62,8.09,0.697,0
21503,4.61857013333333,22.284253,14.29,201.54,-5.46,9.47,0.75,0
21504,4.61866393333333,9.397968,3.38,-10.34,-17.67,8.31,1.057,0
21506,4.618949,10.841841,5.5,-0.34,-11.41,7.53,0.208,0
21517,4.62077166666667,18.543032,3.12,-3.76,-6.77,6.49,0.81,0
21526,4.62210946666667,6.493784,6.78,14.34,-12.92,9.48,0.509,0
21529,4.62282846666667,5.47229,3.34,-5.38,-5.01,10.03,0.4,0
21533,4.6235596,13.920975,0.35,-4.17,-17.19,8.59,1.788,0
21542,4.62548173333333,14.302022,7.59,-8.95,-16.3,9.03,0.642,0
21543,4.62555046666667,15.146454,23.54,86.8,-17.98,7.53,0.597,0
21549,4.6270332,4.98279,9.17,-39.84,-8.32,7.62,0.344,0
21551,4.62747006666667,23.782363,4.24,28.97,-16.63,9.99,0.871,0
21554,4.62828266666667,15.346094,3.75,11.88,-31.18,8.91,1.332,0
21572,4.6316388,5.770318,4.13,1.95,-10.69,8.84,0.624,0
21575,4.63176013333333,7.317625,1.48,2.83,-3.05,7,-0.057,0
21588,4.63595693333333,16.033291,21.96,113.05,-40.4,5.78,0.312,0
21589,4.6359618,12.510838,21.79,101.73,-14.9,4.27,0.122,0
21604,4.63773053333333,20.684722,9.03,-13.89,-8.23,5.85,-0.019,0
21621,4.64196006666667,18.733739,1.98,-1.46,-2.73,8.45,0.223,0
21626,4.6434,8.175172,1.66,-0.7,-8.38,7.64,-0.01,0
21629,4.64414173333333,6.874783,6.66,19.16,-25.2,8.32,0.271,0
21630,4.64424833333333,17.408091,7.38,12.65,-11.64,7.89,0.403,0
21633,4.64617133333333,6.820353,2.34,8.36,8.41,7.95,1.758,0
21637,4.64758093333333,23.149971,22.6,104.3,-55.25,7.51,0.576,0
21639,4.64781766666667,20.780734,6.63,5.61,-15.99,9.89,0.48,0
21650,4.6489088,11.997309,5.16,-0.63,-6.15,9.05,-0.02,0
21654,4.649254,14.105579,20.81,103.31,-21.62,7.96,0.655,0
21656,4.64969773333333,22.325149,5.35,-6.01,-7.09,9.86,0.514,0
21663,4.65110626666667,10.398931,5.02,1.34,-5.71,9.44,0.5,0
21670,4.65171026666667,7.870976,19.44,91.87,-4.56,5.38,0.257,0
21672,4.6524004,13.002983,16.77,-43.12,-64.17,7.2,0.429,0
21673,4.65256026666667,15.799846,21.49,32.4,-77.67,5.08,0.141,0
21676,4.65343246666667,10.924297,7.29,-4.26,3.9,10.21,0.658,0
21677,4.65376246666667,22.652255,2.33,0.47,-1.83,8.54,0.306,0
21682,4.65429886666667,7.02899,8.32,22.42,-29.45,9.43,0.62,0
21683,4.65458386666667,15.917977,20.51,82.4,-19.53,4.67,0.147,0
21684,4.654872,11.26507,9.56,84.37,-58.8,9.68,0.72,0
21687,4.65630713333333,19.118538,6.74,19.41,-35.07,9.53,0.536,0
21703,4.6601402,13.123099,17.64,236.38,-141.18,8.93,0.83,0
21706,4.66073693333333,21.517484,7.28,-8.17,-33.08,8.09,0.529,0
21710,4.66183613333333,9.872073,35.21,-11.41,-373.65,9.19,1.018,0
21723,4.66415893333333,12.728474,23.95,102,-17.7,10.04,1.073,0
21725,4.6644952,17.489265,3.17,-6.78,-8.85,7.91,1.32,0
21732,4.66664333333333,7.271251,2.14,17.23,2.27,8.26,0.961,0
21735,4.667616,12.197609,9.46,-1.29,-12.98,5.45,-0.121,0
21741,4.66828966666667,23.304547,15.96,74.68,-38.05,9.4,0.811,0
21748,4.66933793333333,20.548254,3.45,-0.45,-10.33,9.14,0.372,0
21751,4.6701968,16.39865,9.39,-9.63,-3.8,9.7,0.491,0
