"HIP","RA_J2000","DE_J2000","Plx","pmRA","pmDE","Vmag","B-V","miembro"
26072,5.5607884,20.474216,4.08,2.92,-7.47,6.19,-0.034,0
26093,5.56507886666667,14.305578,6.35,-1.96,-5.74,5.6,-0.118,0
26100,5.56666413333333,15.584546,17.44,-50.85,-28.43,7.32,0.58,0
26101,5.5669198,14.490061,4.58,-10.24,-17.13,8.48,1.079,0
26126,5.5713258,3.766895,9.45,-29.35,-15.82,5.32,0.051,0
26129,5.571554,11.988899,14.13,-21.72,15.16,9.1,0.661,0
26132,5.572173,4.82508,4.55,-0.64,1.11,8.53,-0.058,0
26136,5.57325166666667,5.419755,3.75,1.3,-3.67,8.26,0.059,0
26138,5.57349506666667,3.561382,2.36,2.75,-7.1,8.71,0.101,0
26151,5.57523586666667,14.003297,1.77,-1.89,-8.21,8.59,-0.1,0
26157,5.5764384,17.140369,9.49,-39.41,-72.02,9.01,0.751,0
26159,5.5768314,21.622263,11.13,15.65,-14.71,8.73,0.491,0
26161,5.57733953333333,6.12687,10.43,8.78,-32.61,7.73,0.251,0
26163,5.5777368,7.563511,3.9,6.89,-1.3,9.77,0.295,0
26166,5.5787106,5.660882,1.12,-0.96,6.34,6.71,-0.137,0
26170,5.57936333333333,6.553787,4.82,-2.02,-3.33,7.74,1.15,0
26176,5.58034366666667,9.489579,3.31,-1.24,-2.49,4.39,-0.157,0
26183,5.5818042,18.122631,8.9,26.8,-24.57,9.15,0.551,0
26187,5.58221873333333,22.568598,3.44,-11.57,-17.28,8.51,1.11,0
26201,5.58432493333333,24.290769,6.42,6.59,-12.33,6.82,1.04,0
26202,5.58463373333333,15.639034,3.39,-9.29,-12.5,7.52,-0.01,0
26207,5.58563253333333,9.934158,3.09,-1.03,-1.86,3.39,-0.16,0
26211,5.58599086666667,5.462214,0.51,-0.28,1.49,8.31,0.098,0
26212,5.58688766666667,9.613263,2.35,-0.36,-2.52,6.72,-0.133,0
26214,5.58694826666667,18.571039,4.32,-6.37,7.37,9.31,0.391,0
26215,5.587011,10.240093,2.23,1.45,-3.76,5.6,0.149,0
26223,5.58796146666667,8.70074,3.81,-3.63,-9.45,7.21,1.411,0
26229,5.5886154,19.752907,6.12,10.19,-34.91,8.07,0.304,0
26231,5.58901393333333,13.284402,13.34,48.14,-60.88,8,0.496,0
26238,5.5899836,6.764791,5.52,-7.33,2.81,8.47,0.28,0
26239,5.59037233333333,10.517631,2.92,2.75,-7.31,8.31,0.063,0
26240,5.59053006666667,22.438062,5.78,24.66,-26.83,8.35,0.577,0
26248,5.59086946666667,24.039589,5.44,14.98,-20.22,5.37,-0.092,0
26250,5.5910618,21.294343,5.3,-1.09,-22.12,9.24,0.568,0
26252,5.59144673333333,5.824212,4.57,9.96,-3.53,9.02,0.467,0
26255,5.59178606666667,4.841008,2.82,-5.17,-5.03,8.89,-0.001,0
26256,5.59184713333333,7.272542,6.21,1.86,-27.67,9.2,0.561,0
26259,5.5921618,7.388493,6.35,-7.64,-4.78,9.45,0.412,0
26272,5.59459073333333,21.403257,0.28,-5.6,-7.91,7.56,0.133,0
26282,5.59623213333333,18.762274,6.47,-29.72,16.22,9.61,0.644,0
26287,5.59762506666667,5.028807,5.28,-7.03,-45.76,7.97,0.519,0
26294,5.59951486666667,9.531723,2.48,2.57,0.09,8.65,-0.037,0
26298,5.60071966666667,19.54941,0.27,-3.66,-9.28,7.16,0.08,0
26306,5.60236846666667,12.436407,5.11,1.62,-21.08,7.16,1.039,0
26313,5.60402706666667,6.646176,5.57,-3.8,-6.29,9.46,0.426,0
26328,5.60732853333333,21.993108,15.35,-44.21,-84.81,6.88,0.501,0
26335,5.60860853333333,11.327866,87.9,-2.56,-57.6,8.78,1.415,0
26341,5.60929653333333,12.100732,2.34,0.09,-6.5,7.68,0.944,0
26356,5.6125264,11.835686,2.78,1.45,-5.53,8.26,-0.028,0
26359,5.6136808,15.618403,4.7,7.23,10.04,7.72,1.043,0
26366,5.61510773333333,9.290673,28.1,96.84,-304.18,4.09,0.951,0
26377,5.6167478,12.474857,3.95,3.25,-12.52,8.45,0.225,0
26381,5.61735733333333,20.730788,30.08,-79.75,-419.96,7.68,0.667,0
26382,5.6177044,17.040324,18.56,42.9,-34.86,5.53,0.237,0
26386,5.617884,11.035005,3.97,52.25,-16.18,5.97,1.592,0
26387,5.61797386666667,20.359449,8.71,-4.52,-11.69,9.3,0.487,0
26411,5.6212074,19.010492,1.32,-7.6,-16.95,9.39,0.366,0
26414,5.6220306,8.951875,3.76,-0.59,-2.28,6.11,-0.17,0
26418,5.6226764,7.668903,9.13,3.18,-16.38,8.17,0.265,0
26421,5.62299026666667,3.539528,2.24,6.14,-7.33,9.55,0.004,0
26435,5.62583533333333,16.556598,3.05,5.48,-19.85,8.74,0.086,0
26438,5.62622586666667,19.779505,4.77,-1.51,-8.83,8.86,0.12,0
26441,5.626828,23.138858,0.26,0.68,-7.01,8.74,0.052,0
26444,5.62696793333333,6.112006,21.01,93.4,-89.05,7.64,0.578,0
26447,5.6271344,15.244623,6.43,-3.91,-14.66,7.44,1.043,0
26449,5.62727673333333,23.147453,2.35,-0.74,-5.06,9.05,0.127,0
26451,5.62741273333333,21.142549,7.82,2.39,-18.04,2.97,-0.148,0
26475,5.63147633333333,15.915894,7.87,15.77,9.82,8.31,0.541,0
26480,5.6321076,7.248739,8.66,-5.83,-9.64,9.09,0.499,0
26484,5.63290506666667,22.465215,0.84,-9.05,-4.64,8.99,0.165,0
26487,5.6336442,7.54142,5.86,11.39,-14.74,5.87,-0.061,0
26492,5.63482653333333,6.534516,0.26,-2.14,-1.1,10.9,0.127,0
26513,5.63783573333333,4.933959,1.64,-3.82,-6.9,7.93,0.182,0
26518,5.63937106666667,8.48731,6.36,-1.12,-6.33,6.72,1.184,0
26520,5.63990233333333,18.136213,5.41,3.94,-39,9.33,0.6,0
26522,5.64063573333333,4.245335,0.66,-5.33,0.58,9.94,0.264,0
26539,5.6441152,20.035054,5.43,0.23,-30.14,9.34,0.653,0
26555,5.64661613333333,8.038314,9.42,-14.47,-3.12,8.57,0.235,0
26568,5.64881346666667,20.030543,6.56,-12.35,-37.73,9.3,0.597,0
26573,5.64932273333333,5.463855,3.87,4.91,-4.98,9.79,0.377,0
26575,5.64993886666667,4.13866,1.46,0.11,-7.73,8.16,1.66,0
26590,5.652092,14.556759,4.92,-11.19,-1.53,7.54,0.031,0
26594,5.6530962,4.121467,2.01,0.76,0.07,4.5,-0.098,0
26596,5.6531654,9.920554,9.02,3.41,-25.08,10.09,0.532,0
26599,5.65411853333333,23.32336,0.88,-0.78,-6.54,7.52,1.924,0
26604,5.65477546666667,10.259854,17.29,1.98,-28.94,8.25,0.694,0
26609,5.6566346,11.834921,3.37,-3.99,-4.9,8.82,0.477,0
26615,5.65748506666667,3.416444,8.49,-17.85,-28.03,9.13,0.473,0
26616,5.65753,21.762929,4.94,2.87,-32.09,6.42,0.066,0
26617,5.657621,3.950742,8.32,255.83,-243.74,10.35,0.64,0
26618,5.65764766666667,11.502946,1.43,21.07,-15.46,7.92,1.558,0
26625,5.65904273333333,12.003876,10.66,19.2,-43.85,7.78,0.399,0
26627,5.65959626666667,9.848471,2.74,1.45,-15.61,7.24,1.228,0
26631,5.6600348,6.882484,5.49,-3.53,-4.66,8.43,0.306,0
26639,5.66227213333333,7.315847,4.44,-1.96,-0.69,9.5,0.175,0
26644,5.6625668,4.434587,5.59,3,-0.58,8,-0.04,0
26646,5.66310373333333,10.33917,12.16,-7.33,-29.46,8.62,0.463,0
26647,5.66329513333333,14.799191,2.22,-1.07,-1.25,8.14,1.692,0
26651,5.66430386666667,24.225465,18.64,-3.06,40.18,7.12,0.398,0
26655,5.66518826666667,13.022735,6.5,-1.17,-5.69,7.09,0.128,0
26664,5.66714713333333,6.060579,23.32,54.7,-245.76,8.67,0.827,0
26669,5.6679504,11.175594,1.24,0.71,-5.22,8.92,0.092,0
26676,5.66937046666667,12.178103,14.3,271.77,-70.44,10.2,0.65,0
26677,5.6693274,19.680334,2.67,-1.91,-0.72,7.63,0.088,0
26678,5.66959246666667,5.664975,4.18,0.9,-6.17,7.84,1.36,0
26680,5.66992293333333,10.252689,10.54,-8.49,-28.52,7.92,0.407,0
26684,5.6705646,21.285993,1.35,-14.36,-10.18,8.57,0.401,0
26689,5.6715626,16.39282,17.82,56.67,-162.29,7.36,0.524,0
26690,5.671711,15.350331,8.18,13.96,-28.28,8.33,0.448,0
26692,5.6719046,15.350079,2.13,8.61,-30.9,6.98,0.318,0
26696,5.6735792,21.295017,0.45,-4.37,-1.94,11.27,0.506,0
26705,5.67528246666667,5.008137,8.8,-1.84,25.72,9.33,0.473,0
26719,5.67836073333333,6.933133,6.77,8.84,-1.33,10.78,0.48,0
26729,5.67954286666667,9.265445,13.68,-53.23,-70.03,7.96,0.652,0
26734,5.68008173333333,17.196026,1.75,0.92,-1.41,8.9,0.163,0
26748,5.68325093333333,16.044397,1.72,0.52,-20.42,8.85,1.196,0
26761,5.68484933333333,24.350258,17.34,-11.24,17.63,7.6,0.519,0
26767,5.68603306666667,4.239929,6.01,26.09,-10.78,8.81,0.399,0
26770,5.68658106666667,20.062524,0.85,-2.08,-3.07,8.11,1.73,0
26777,5.6882552,16.534148,4.36,5.42,-14.54,4.84,-0.125,0
26786,5.6896118,17.52218,0.76,-1.55,-4.51,6.97,1.803,0
26792,5.69052053333333,9.198347,2.62,0.98,-1.86,7.48,-0.14,0
26795,5.6907746,3.778039,6.93,34.52,6.16,6.82,1.12,0
26798,5.69138073333333,13.148287,1.86,-0.64,-5.19,9.22,0.194,0
26807,5.6928866,15.213699,26.51,74.64,-199.6,7.67,0.692,0
26826,5.69559486666667,19.35709,1.37,-4.01,-3.43,8.17,0.232,0
26828,5.69631973333333,22.870352,12.32,194.34,-125.43,7.92,0.495,0
26835,5.69822613333333,4.988185,5.26,-0.78,-12.1,7.67,0.252,0
26836,5.69854506666667,23.326228,4.64,11.02,-18.3,6.57,-0.051,0
26839,5.69921473333333,24.318539,2.38,1.57,-2.37,7.75,0.111,0
26844,5.69968513333333,15.337223,46.51,78.74,-44.01,10.72,1.689,0
26853,5.70110706666667,22.660325,9.08,-0.36,-25.09,6.35,1.194,0
26861,5.70293706666667,13.591858,1.36,-5.05,-3.85,8.75,0.063,0
26864,5.70364713333333,7.401999,19.31,-330.36,-360.59,10.83,1.04,0
26867,5.7040258,8.373538,5.85,-13.03,-16.32,7.96,1.062,0
26879,5.70675006666667,18.687347,8.44,22.9,-36.99,8.06,0.471,0
26880,5.7068384,20.612613,7.19,-2.83,-21.38,7.94,0.129,0
26886,5.7079932,18.987631,6.13,8.49,-21.53,7.31,1.34,0
26887,5.70835433333333,10.538458,3.89,7.77,-16.99,7.28,0.216,0
26898,5.71024253333333,3.681858,4.64,7.92,-15.25,9.09,0.467,0
26912,5.7135226,21.389143,3.49,0.71,-0.78,8.57,1.284,0
26913,5.71356933333333,17.389445,3.85,8.58,-22.39,8.19,1.112,0
26914,5.71356893333333,4.852398,6.46,-0.97,-0.25,9.6,0.17,0
26916,5.71378873333333,19.847495,2.46,-1.54,-13.64,9.48,0.579,0
26922,5.71428113333333,5.603261,6.63,-1.78,-6.53,8.97,0.241,0
26925,5.71490906666667,18.980361,8.4,-6.74,-11.71,6.66,-0.015,0
26928,5.71564473333333,5.23579,4.13,-0.73,-8.04,8.15,0.037,0
26930,5.71613233333333,14.178501,8.98,-46.14,-8.25,6.72,1.095,0
26936,5.71640273333333,5.49813,12.5,-14.66,-8.31,9.59,0.457,0
26944,5.7172254,22.675675,1.36,-7.25,-6.03,8.3,-0.05,0
26951,5.71883993333333,20.072898,7.24,8.33,-34.08,9.86,0.466,0
26954,5.71979746666667,8.162837,6.83,4.39,-5.46,9.85,0.147,0
26964,5.72208406666667,23.204372,2.97,6.41,-15.78,6.23,-0.071,0
26967,5.72278033333333,21.415967,3.4,11.42,-29.85,8.35,0.084,0
26971,5.72331,5.358637,2.98,-1.92,-7.28,6.73,-0.034,0
26980,5.7249128,16.698344,3.59,-5.2,-6.26,8.18,0.092,0
26982,5.72514186666667,18.14537,1.57,-2.86,-1.29,8.8,0.073,0
26984,5.72565406666667,8.758423,4.65,11.5,5.11,8.05,0.26,0
26986,5.72589553333333,4.504831,7.47,8.26,-26.52,9.17,0.409,0
26991,5.72668773333333,12.995633,0.95,-11.31,-7.52,8.29,0.149,0
26992,5.7268186,6.888496,2.25,-4.99,-7.4,7.22,-0.06,0
26994,5.72706773333333,10.01953,3.34,4.19,-16.86,8.45,0.136,0
27004,5.72839693333333,4.004256,7.86,-0.45,-2.2,7.89,0.326,0
27009,5.7293234,9.914567,2.73,-9.2,-6.13,8.92,1.061,0
27020,5.73085913333333,11.405722,7.08,15.83,14.27,7.42,1.09,0
27022,5.73135466666667,14.693847,4.74,-3.5,-6.41,9.19,0.136,0
27029,5.73319646666667,6.915197,5.26,0.68,0.47,8.12,-0.039,0
27034,5.73395586666667,7.428077,0.99,8.07,-2.36,8.89,1.376,0
27036,5.7342478,6.515623,3.71,5.35,-13.26,7.41,1.06,0
27076,5.7418312,4.339179,8.45,-19.41,-8.12,7.17,0.193,0
27078,5.74204,15.063503,3.55,0.37,-24.74,7.12,0.792,0
27091,5.7448432,12.415317,5.42,13.55,-26.14,6.95,0.938,0
27093,5.74540366666667,3.831411,6.44,-8.41,-6.36,7.64,0.002,0
27096,5.74571006666667,14.575962,3.73,0.42,-23.41,8.23,1.062,0
27098,5.74605446666667,21.943722,1.76,-1.83,-3.86,9.03,0.585,0
27106,5.74812373333333,16.086088,6.29,1.19,-10.37,6.99,0.048,0
27111,5.74910806666667,9.242081,44.67,38.91,-703.76,11.35,0.699,0
27115,5.75013986666667,6.350412,2.84,-7.32,-6.58,7.17,-0.07,0
27116,5.75035786666667,12.888332,9.38,-19.76,-13.51,6.47,0.234,0
27118,5.75049773333333,4.008111,19.79,-11,-34.02,6.09,0.32,0
27119,5.75087806666667,13.57636,3.15,0.93,-3.22,8.26,0.881,0
27120,5.75100353333333,21.477817,1.21,8.14,-6.13,9.4,0.683,0
27125,5.75218446666667,12.173358,3.73,1.66,-3.33,8.87,0.339,0
27129,5.75320046666667,18.704361,0.36,-2.22,-3.18,6.67,1.583,0
27135,5.75381286666667,24.420127,1.12,3.46,-5.97,8.22,2.1,0
27146,5.75475853333333,13.70846,2.28,3.07,-2.6,8.78,0.145,0
27150,5.7559208,23.393271,1.65,-10.61,-5.81,9.14,0.261,0
27151,5.75593566666667,4.848898,3.77,3.06,-6.47,8.33,0.133,0
27153,5.75627546666667,12.789326,5.89,4.02,-10.17,7.46,0.77,0
27157,5.75707313333334,6.297877,2.51,14.27,1.68,7.18,0.092,0
27159,5.75717846666667,24.079253,3.45,-3.86,-0.36,10.07,0.276,0
27181,5.7609472,20.695037,3.72,-1.12,-6.52,6.87,3.101,0
27182,5.76121713333333,14.68892,3.41,63.15,-189.93,9.05,0.65,0
27183,5.76125786666667,18.656892,0.86,0.01,-3.48,8.07,0.676,0
27191,5.76367486666667,18.792437,1.04,-1.16,-6.21,7.51,0.098,0
27200,5.76571873333333,24.224922,3.25,-5.09,-9.03,7.96,0.22,0
27203,5.76628893333333,23.747423,2.51,6.85,-21.1,7.94,0.112,0
27205,5.76688966666667,21.317804,5.91,1.05,-41.14,7.7,0.394,0
27211,5.76739726666667,5.100701,7.77,2.51,-17.69,8.6,0.973,0
27214,5.76774246666667,21.285359,6.52,-2.26,-41.8,8.06,0.324,0
27218,5.7690102,18.86058,5.08,8.41,-9.01,7.6,0.403,0
27222,5.7696046,22.772652,3.56,-1.48,-25.3,8.19,1.198,0
27257,5.77789073333333,10.931768,4.23,-7.1,-42.18,7.4,1.384,0
27263,5.7790402,11.050417,7.78,56.64,-57.82,7.6,0.717,0
27265,5.77930466666667,15.822497,3.71,5.36,-3.04,6,-0.061,0
27266,5.779381,20.173559,10.05,-33,-11.64,7.61,0.377,0
27276,5.78049926666667,9.662954,4.61,-3.96,-18,7.67,1.042,0
27280,5.78114853333334,9.522343,10.88,-33.29,-64.54,5.78,0.888,0
27287,5.78242053333333,20.281835,0.59,2.95,-4.89,7.06,1.369,0
27301,5.7842772,17.73054,2.66,14.22,-26.41,9.71,0.51,0
27302,5.78427626666667,7.584574,5.39,-9.94,2.33,7.85,0.895,0
27306,5.78532713333333,9.535239,2.82,-8.32,-2.49,8.98,0.156,0
27310,5.7855482,15.463474,7.43,14.11,-18.04,8.98,0.446,0
27315,5.7865686,12.339543,4.94,10.85,-21.94,7.14,1.348,0
27316,5.7869866,14.488322,7.72,3.84,-42.3,5.72,0.077,0
27320,5.7874988,22.528986,3.36,-21.1,-19.05,7.66,1.06,0
27332,5.78963113333333,8.548387,3.44,-2.18,-3.3,8.19,-0.083,0
27338,5.79061006666667,17.729141,2.57,-2.05,-4.79,5.47,0.301,0
27343,5.79148926666667,22.922483,2.36,-3.32,-3.27,7.55,1.137,0
27345,5.791656,4.10019,5.87,-5.12,-4.53,7.65,-0.042,0
27347,5.79237366666667,15.714408,9.59,3.86,-150.22,8.3,0.858,0
27352,5.79284646666667,3.640052,4.98,8.43,-3.88,8.98,0.359,0
27360,5.794402,4.85259,2.15,11.54,-11.9,7.86,1.507,0
27362,5.79494853333333,5.883762,0.79,1.29,-3.55,8.49,0.686,0
27364,5.79525193333333,13.899599,4.08,3.52,-13.27,5.28,-0.156,0
27373,5.79767866666667,13.445842,6.41,-3.19,1.85,8.73,1.073,0
27374,5.79799393333333,17.7967,1.05,5.36,-7.42,8.64,0.65,0
27377,5.7985768,7.960401,9.68,-37.2,-7.06,7.63,0.702,0
27381,5.79898433333333,24.470385,3.79,-14.75,-1.95,9.3,0.602,0
27385,5.79984973333333,3.968503,6.36,-0.58,-14.6,9.12,0.302,0
27386,5.80006506666667,6.454156,6.8,4.05,-22.2,5.26,0.234,0
27388,5.8003886,22.510783,2.46,-4.07,-10.31,9.67,1.011,0
27389,5.80053333333333,4.986392,0.19,-6.32,-15.55,8.96,1.883,0
27390,5.800576,12.418404,3.37,-4.64,-8.91,6.68,-0.083,0
27396,5.802208,4.641147,2.81,-15.12,-36.79,9.26,0.416,0
27405,5.80332733333333,17.496498,2.94,-3.43,-5.98,8.59,0.06,0
27421,5.80621326666667,20.869481,5.48,8.19,-17.88,6.03,-0.051,0
27427,5.80783813333333,4.703943,4.74,-6.4,-6.38,7.29,0.03,0
27428,5.80801446666667,17.433494,5.77,3.8,-8.74,7.29,0.06,0
27431,5.80856326666667,7.551313,13.11,12.93,-9.94,7.08,0.413,0
27433,5.80921633333333,7.885378,4.25,-6.5,-4.08,8.18,0.341,0
27442,5.810713,23.785472,0.49,-0.85,-2.79,8.26,0.021,0
27450,5.8124258,18.243179,8.72,19.04,-37.36,7.25,0.384,0
27453,5.8131428,11.997206,3.78,-0.11,-8.17,6.93,-0.1,0
27474,5.81821986666667,9.893318,3.46,32.74,6.28,8.91,1.2,0
27480,5.81882786666667,4.212472,1.6,-7.64,-11.7,7.81,-0.054,0
27482,5.81933553333333,3.651325,4.09,-6.6,-7.88,8.94,0.084,0
27486,5.8202202,21.136037,5.26,3.98,-4.59,7.28,-0.015,0
27495,5.82236813333333,21.039117,5.84,0.47,-31.87,9.06,0.406,0
27496,5.82260933333333,23.624686,5.48,34.39,-41.63,9.18,0.64,0
27502,5.8236748,18.618109,6.15,33.85,-35.42,7.83,0.358,0
27504,5.8238058,13.921753,4.06,5.62,-13.9,8.55,-0.001,0
27511,5.82581406666667,12.651324,12,-21.63,-17.35,4.89,-0.068,0
27513,5.826507,10.724048,6.4,20.95,9.91,8.28,0.473,0
27519,5.82720893333333,21.828995,3.01,-8.75,-9.54,8.84,0.227,0
27543,5.8327508,11.718536,3.51,-1.01,-13.19,8.71,1.018,0
27544,5.83280126666667,14.880153,1.59,-6.24,-11.01,8.38,0.091,0
27549,5.83407926666667,9.871218,9.77,14.82,-1.68,5.79,0.876,0
27550,5.8340668,22.555427,3.36,-6.58,-13.57,8.05,1.668,0
27560,5.83696246666667,4.423406,6.43,7.86,-38.28,5.96,1.361,0
27565,5.83796266666667,5.92893,3.13,16.62,-15.24,9.61,0.458,0
27567,5.83826386666667,16.572273,1.66,4.37,-10.13,9.21,0.141,0
27573,5.83995833333333,4.956741,6.52,0.91,-1.22,7.41,0.025,0
27581,5.84136286666667,14.305608,10.44,4.42,-37.43,5.54,1.006,0
27585,5.8415782,20.444182,0.93,2.14,-4.69,8.85,0.119,0
27587,5.84162593333333,13.383352,1.28,-1.27,-5.87,8.75,0.109,0
27590,5.84230053333333,18.026361,1.69,-2,-6.56,7.72,-0.08,0
27594,5.84306233333333,18.922464,5.53,-7.22,-26.18,8.88,0.444,0
27597,5.84330013333333,10.542385,4.14,7.8,-4.04,8.6,0.135,0
27610,5.84631053333333,20.671801,4.72,7.56,-20.18,7.8,1.089,0
27614,5.8468498,14.443362,2.25,5.09,-13.45,6.75,-0.07,0
27618,5.84761,14.048058,5.97,18.65,11.71,6.59,1.054,0
27619,5.847962,7.481637,3.2,2.17,-0.98,8.57,0.67,0
27626,5.84901726666667,20.360349,0.1,-7.27,0,9.27,0.151,0
27638,5.85068006666667,20.406217,3.08,18.45,-68.23,8.91,0.777,0
27641,5.8509058,11.498891,17.35,-5.51,11.64,6.94,0.828,0
27642,5.8512852,18.551303,0.08,0.53,-6.25,6.76,1.345,0
27644,5.85196993333333,8.107236,3.63,-10.01,-2.18,8.56,0.125,0
27648,5.85321126666667,8.898564,5.35,-9.24,-8.97,8.24,0.538,0
27649,5.85328006666667,23.872835,3.32,1.85,-13.85,9.57,0.468,0
27652,5.85474,23.926308,5.83,-3.93,-22.89,8.52,0.208,0
27659,5.85617333333333,8.488499,1.84,8.18,-3.96,8.72,0.198,0
27664,5.85752173333333,10.252463,4.26,-5.46,-6.12,8.83,0.01,0
27666,5.8577392,18.444223,4.2,5.39,-11.54,6.99,0.873,0
27667,5.85773193333333,3.774192,4.65,-4.35,-4.67,8.64,-0.038,0
27683,5.8606994,21.54114,2.2,3.36,-0.33,10.74,0.192,0
27685,5.86096146666667,23.229993,6.64,-11.21,-4.99,8.31,0.088,0
27695,5.8635014,15.882069,3.12,-2.87,-9.09,9.46,0.41,0
27696,5.8640714,23.382793,4.06,-8.41,-20.87,6.97,1.584,0
27697,5.86446966666667,19.521369,2.52,-1.15,-7.13,7.31,-0.017,0
27729,5.8713772,7.329386,4.41,30.84,-25.47,7.59,1.332,0
27735,5.87171146666667,9.197672,0.1,3.05,-1.15,8.44,1.533,0
27743,5.8728588,14.171787,6.33,-17.46,-2.88,5.6,-0.053,0
27746,5.8731386,20.696392,6.24,7.92,-19.99,8.19,0.02,0
27747,5.87316826666667,19.867849,2.38,-5.57,-3.14,5.96,0.549,0
27751,5.87413306666667,6.209428,7,-7.43,-18.97,6.9,0.996,0
27759,5.87488026666667,3.718244,2.06,-6.48,-6.14,8.99,0.271,0
27773,5.87698233333333,5.164597,4.02,-8.18,-2.8,8.44,1.06,0
27785,5.8797546,21.168933,6.7,-17.23,-24.95,9.34,0.453,0
27802,5.88327066666667,15.170896,20.53,175.68,103.31,10.39,1.4,0
27805,5.88403266666667,16.345663,1.85,-9.86,-3.65,8.37,0.043,0
27816,5.885887,4.096687,2.68,-1.49,-29.84,8.17,1.308,0
27820,5.88683333333333,11.814226,16.53,12.71,-108.44,7.19,0.506,0
27826,5.88833453333333,9.558888,1.84,-26.18,-13.59,7.24,1.393,0
27828,5.8886096,22.07215,11.25,-75.3,-77.84,8.4,0.552,0
27829,5.88861726666667,20.299107,3.48,-2.88,-10.14,6.7,-0.057,0
27839,5.89067906666667,6.255684,3.34,-7.2,5.35,7.21,0.901,0
27841,5.89079366666667,18.169956,1.49,-1.72,-5.7,7.59,0.494,0
27851,5.89268673333333,24.286998,0.89,-7.77,-7.61,8.07,-0.046,0
27856,5.8935024,14.432751,2.72,3.73,-9.39,9.03,0.02,0
27869,5.89747493333333,6.546951,3.18,-9.22,3.52,8.47,0.319,0
27877,5.89954926666667,21.836298,2.61,2.77,-2.27,8.68,0.029,0
27878,5.89965233333333,12.419437,18.64,-8.44,-260.15,7.76,0.59,0
27895,5.9026472,10.244421,5.15,7.02,-7.15,7.04,0.867,0
27900,5.9037084,10.586403,2.21,0,-7.41,6.13,1.404,0
27906,5.905215,24.32867,1.53,-3.8,-5.37,9.67,0.321,0
27913,5.906384,20.276175,115.43,-163.17,-98.92,4.39,0.594,0
27919,5.90798033333333,8.054342,4.06,5.98,-5.96,7.15,-0.028,0
27924,5.9089626,11.7632,10.69,27.41,-41.71,6.59,0.029,0
27926,5.9093312,22.956176,8.37,-3.7,7.94,9.24,0.41,0
27932,5.9099518,5.353688,7.15,-8.79,-9.48,8.26,0.873,0
27933,5.9101808,11.485473,12.76,36.97,-34.79,7.31,0.278,0
27934,5.9103978,15.507686,2.76,-7.87,-14.64,8,-0.01,0
27941,5.91242553333333,13.854738,0.37,-0.29,-2.41,7.9,0.008,0
27956,5.91500246666667,22.519945,3.25,12.55,8.29,7.2,1.249,0
27961,5.91532993333333,14.219828,2.9,-16.55,-24.99,6.63,1.025,0
27962,5.91540326666667,5.860775,5.42,0.99,-16.21,6.8,0.007,0
27963,5.91568366666667,5.353844,4.85,-10.7,-6.58,7.4,1.04,0
27965,5.91574633333333,19.749614,2.32,0.39,-4.14,5.92,-0.145,0
27972,5.91624333333333,17.401937,2.15,3.46,-11.47,7.3,1.56,0
27979,5.91678806666667,21.405958,1.83,-0.11,-1.34,8.18,-0.075,0
27989,5.91952926666667,7.407063,7.63,27.33,10.86,0.45,1.5,0
27997,5.92105966666667,12.895322,8.84,6.46,-17.39,8.6,0.451,0
28004,5.92406486666667,8.411557,2.73,13.16,-15.41,10.55,1.13,0
28027,5.92743913333333,4.746591,4.77,-8.5,-5.9,8.55,-0.002,0
28029,5.9275112,13.001883,7.33,31.08,-4.92,7.69,1.006,0
28041,5.93032473333333,20.175191,1.52,-13.61,-6.2,10.62,1.5,0
28046,5.93110153333333,19.396057,1.49,3.22,-1.33,8.8,1.459,0
28064,5.9334832,12.96279,1.05,4.03,-4.3,8.17,0,0
28066,5.93428693333333,13.924912,35.72,373.03,-483.84,6.6,0.65,0
28067,5.9338782,11.521849,4.04,-5.68,-10.71,7.55,-0.066,0
28087,5.93734953333333,3.866916,2.86,-22.64,-19.69,9.02,0.498,0
28090,5.9378344,18.07421,4.37,15.66,-4.77,8.31,1.159,0
28110,5.94112106666667,9.509396,4.68,0.32,-9.91,5.97,-0.038,0
28122,5.94364153333333,10.551743,23.63,-16.57,10.15,9.48,0.722,0
28123,5.9440474,9.507164,1.78,-0.28,-10.43,9.27,0.284,0
28129,5.94561793333333,16.017186,2.58,0.5,-6.18,9.24,0.04,0
28135,5.94675313333333,10.479253,25.08,98.61,-211.1,9.85,1.103,0
28139,5.9470696,11.521058,10.62,105.96,-56.71,5.89,1.111,0
28142,5.94738726666667,16.355075,3.52,-0.53,-3.33,7.22,-0.137,0
28148,5.9483742,12.372331,4.63,-6.82,-11.47,8.96,0.4,0
28159,5.95049366666667,15.741365,14.69,89.55,-244.33,8.2,0.654,0
28166,5.95205173333333,22.838939,4.09,-13.58,-14.55,8,1.482,0
28167,5.95210733333333,17.010765,2.69,-4.19,-6.77,8.97,0.597,0
28169,5.952209,20.977453,7.7,13,-26.89,7.91,0.271,0
28170,5.95229386666667,19.216721,4.93,-7.41,-10.37,7.86,-0.07,0
28171,5.95238453333333,10.229366,6.64,9.21,-1.61,8.68,0.491,0
28175,5.95295106666667,10.232914,6.37,-3.62,-6.62,9.1,0.341,0
28182,5.95453473333333,12.179269,13.72,19.44,-137.09,9.81,0.779,0
28188,5.95717453333333,21.980851,16.57,15.49,-82.18,9,0.47,0
